store,bike_type,date,sales,profit,profit_running_mean_3p
Fulham,Mountain,2020-09-01,115.93599999999999,21.352800000000002,9.917800000000012
Fulham,Road,2020-09-01,322.108,78.3756,70.52046666666666
Mayfair,Gravel,2020-09-01,72.58,31.2691,20.27916666666667
Mayfair,Mountain,2020-09-01,9.69,2.0832,1.5223333333333333
Mayfair,Road,2020-09-01,13.208,2.2192,3.1539333333333333
Notting Hill,Gravel,2020-09-01,10915.809999999998,922.0136,294.446
Notting Hill,Mountain,2020-09-01,1260.392,122.26240000000001,-3.545999999999973
Notting Hill,Road,2020-09-01,1672.983,389.6082,333.06393333333335
Peckham,Gravel,2020-09-01,4723.2919999999995,615.1605,248.4311
Peckham,Mountain,2020-09-01,344.95,90.5822,134.84613333333334
Peckham,Road,2020-09-01,3752.67,-149.447,11.570033333333328
Richmond,Gravel,2020-09-01,3544.62,1074.4829,512.2697666666667
Richmond,Mountain,2020-09-01,196.776,14.7582,51.912333333333315
Richmond,Road,2020-09-01,946.196,276.9216,275.13023333333325
Shoreditch,Gravel,2020-09-01,1657.938,-44.2156,40.16433333333334
Shoreditch,Mountain,2020-09-01,300.5328,-97.2312,-30.06073333333333
Shoreditch,Road,2020-09-01,435.999,20.5176,93.46906666666666
Soho,Gravel,2020-09-01,378.10799999999995,174.3081,82.43856666666669
Soho,Mountain,2020-09-01,3.264,1.1016,6.118200000000001
Soho,Road,2020-09-01,0.0,0.0,9.891
Stratford,Gravel,2020-09-01,15811.101999999999,-1213.6056999999998,-404.5352333333333
Stratford,Mountain,2020-09-01,69.99,30.0957,10.031899999999967
Stratford,Road,2020-09-01,6539.19,-1442.6192999999998,-480.87309999999997
Tottenham,Gravel,2020-09-01,1081.992,-516.0168,-318.3496333333333
Tottenham,Mountain,2020-09-01,2979.5150000000003,488.1254,162.70846666666668
Tottenham,Road,2020-09-01,550.3629999999999,-147.8345,25.04976666666668
Westminster,Gravel,2020-09-01,12187.086,4971.348500000001,562.257366666667
Westminster,Mountain,2020-09-01,431.572,158.17300000000003,71.06286666666666
Westminster,Road,2020-09-01,162.638,17.406999999999996,218.6401666666667
Whitechapel,Gravel,2020-09-01,226.648,109.1366,64.18876666666667
Whitechapel,Mountain,2020-09-01,20.808,7.0227,6.345000000000003
Whitechapel,Road,2020-09-01,134.07999999999998,52.0556,21.677566666666678
Wimbledon,Gravel,2020-09-01,2220.252,515.2516,397.30420000000004
Wimbledon,Mountain,2020-09-01,107.24,8.4608,44.92296666666667
Wimbledon,Road,2020-09-01,132.066,45.337500000000006,119.64360000000003
Brixton,Gravel,2020-10-01,558.7760000000001,205.517,432.70879999999994
Brixton,Mountain,2020-10-01,36.496,12.529,37.283633333333334
Brixton,Road,2020-10-01,395.574,172.6737,209.68363333333332
Chelsea,Gravel,2020-10-01,276.254,72.24539999999999,96.72333333333331
Chelsea,Mountain,2020-10-01,6.192,0.4644,11.88956666666666
Chelsea,Road,2020-10-01,271.08,117.17139999999999,44.12806666666666
Covent Garden,Gravel,2020-10-01,1999.96,624.9875,587.3223666666667
Covent Garden,Mountain,2020-10-01,0.0,0.0,91.665
Covent Garden,Road,2020-10-01,0.0,0.0,0.0
Croydon,Gravel,2020-10-01,0.0,0.0,9.544466666666665
Croydon,Mountain,2020-10-01,0.0,0.0,2.0391999999999997
Croydon,Road,2020-10-01,524.62,13.722999999999999,9.246733333333333
Dulwich,Gravel,2020-10-01,430.79200000000003,78.6964,101.72503333333339
Dulwich,Mountain,2020-10-01,0.0,0.0,30.181433333333306
Dulwich,Road,2020-10-01,15.8,4.11,17.174400000000006
Fulham,Gravel,2020-10-01,148.822,-1.3697,250.46039999999996
Fulham,Mountain,2020-10-01,334.15,56.577999999999996,33.52013333333335
Fulham,Road,2020-10-01,329.31600000000003,53.046,63.70733333333333
Mayfair,Gravel,2020-10-01,31.266,0.8927999999999998,18.846433333333334
Mayfair,Mountain,2020-10-01,4.71,0.0,1.3334000000000001
Mayfair,Road,2020-10-01,30.912,13.526399999999999,6.768933333333333
Notting Hill,Gravel,2020-10-01,4698.349,592.5339,505.8636333333334
Notting Hill,Mountain,2020-10-01,122.352,13.7646,45.34233333333336
Notting Hill,Road,2020-10-01,2101.074,188.08140000000003,339.1434
Peckham,Gravel,2020-10-01,710.544,42.1611,270.0262666666667
Peckham,Mountain,2020-10-01,882.088,42.5041,119.8163
Peckham,Road,2020-10-01,2203.514,128.10060000000001,0.7292333333333355
Richmond,Gravel,2020-10-01,3878.2400000000007,460.90430000000003,592.9681666666667
Richmond,Mountain,2020-10-01,427.836,36.8752,53.33073333333331
Richmond,Road,2020-10-01,3803.168,717.7170000000001,407.27979999999997
Shoreditch,Gravel,2020-10-01,0.0,0.0,40.16433333333334
Shoreditch,Mountain,2020-10-01,0.0,0.0,-32.4104
Shoreditch,Road,2020-10-01,616.998,-36.294,-5.258799999999994
Soho,Gravel,2020-10-01,223.552,76.6139,102.47033333333336
Soho,Mountain,2020-10-01,51.68,24.959200000000003,14.437933333333334
Soho,Road,2020-10-01,65.28,24.3204,8.1068
Stratford,Gravel,2020-10-01,101.994,-71.3958,-428.3338333333333
Stratford,Mountain,2020-10-01,0.0,0.0,10.031899999999967
Stratford,Road,2020-10-01,0.0,0.0,-480.87309999999997
Tottenham,Gravel,2020-10-01,2093.826,128.16719999999998,-282.0154333333333
Tottenham,Mountain,2020-10-01,0.0,0.0,162.70846666666668
Tottenham,Road,2020-10-01,2691.3559999999998,-761.2953,-202.79826666666668
Westminster,Gravel,2020-10-01,227.17199999999997,15.263699999999998,1805.3025333333337
Westminster,Mountain,2020-10-01,23.862000000000002,-7.6248,54.36573333333334
Westminster,Road,2020-10-01,229.12199999999999,62.830299999999994,213.67533333333336
Whitechapel,Gravel,2020-10-01,48.617999999999995,22.259100000000004,43.79856666666668
Whitechapel,Mountain,2020-10-01,24.424,7.9378,8.520533333333336
Whitechapel,Road,2020-10-01,26.06,12.4357,23.47080000000001
Wimbledon,Gravel,2020-10-01,818.532,139.89440000000002,289.75583333333344
Wimbledon,Mountain,2020-10-01,687.928,135.0052,89.92469999999999
Wimbledon,Road,2020-10-01,261.05,48.6644,117.1805666666667
Brixton,Gravel,2020-11-01,1123.6839999999997,464.8975,351.51146666666665
Brixton,Mountain,2020-11-01,753.95,358.67359999999996,138.79709999999997
Brixton,Road,2020-11-01,1866.126,881.0732,403.5653666666667
Chelsea,Gravel,2020-11-01,349.25000000000006,46.1392,97.46473333333331
Chelsea,Mountain,2020-11-01,6.72,3.36,10.433233333333327
Chelsea,Road,2020-11-01,257.64599999999996,82.49260000000001,68.616
Covent Garden,Gravel,2020-11-01,0.0,0.0,442.3252666666667
Covent Garden,Mountain,2020-11-01,0.0,0.0,0.0
Covent Garden,Road,2020-11-01,0.0,0.0,0.0
Croydon,Gravel,2020-11-01,407.14799999999997,-48.570499999999996,-15.460166666666666
Croydon,Mountain,2020-11-01,14.66,2.3372,3.1652666666666662
Croydon,Road,2020-11-01,27.605999999999998,0.16199999999999992,7.090733333333333
Dulwich,Gravel,2020-11-01,1156.556,264.62500000000006,49.773666666666735
Dulwich,Mountain,2020-11-01,7.78,2.0228,13.164499999999975
Dulwich,Road,2020-11-01,1469.496,414.05600000000004,135.1913
Fulham,Gravel,2020-11-01,1307.586,16.73770000000001,212.3360333333333
Fulham,Mountain,2020-11-01,187.71,79.2012,52.377333333333354
Fulham,Road,2020-11-01,1186.7060000000001,252.59439999999998,128.0053333333333
Mayfair,Gravel,2020-11-01,34.16,16.516,16.225966666666668
Mayfair,Mountain,2020-11-01,0.0,0.0,0.6944000000000002
Mayfair,Road,2020-11-01,34.44,10.918800000000001,8.888133333333334
Notting Hill,Gravel,2020-11-01,5438.138,80.15720000000002,531.5682333333334
Notting Hill,Mountain,2020-11-01,685.046,120.3622,85.46306666666669
Notting Hill,Road,2020-11-01,1159.37,-27.2078,183.49393333333333
Peckham,Gravel,2020-11-01,5714.384,-51.170899999999975,202.05023333333335
Peckham,Mountain,2020-11-01,1330.94,111.3295,81.47193333333333
Peckham,Road,2020-11-01,4293.32,911.6312,296.7616
Richmond,Gravel,2020-11-01,16454.097999999998,2034.4605,1189.9492333333335
Richmond,Mountain,2020-11-01,1779.7379999999998,321.5894,124.40759999999999
Richmond,Road,2020-11-01,3300.46,130.3112,374.9832666666666
Shoreditch,Gravel,2020-11-01,4654.622,-69.9136,-38.04306666666667
Shoreditch,Mountain,2020-11-01,687.284,-42.782599999999995,-46.67126666666667
Shoreditch,Road,2020-11-01,1921.8077,-2.38919999999996,-6.055199999999981
Soho,Gravel,2020-11-01,719.328,255.10620000000003,168.67606666666669
Soho,Mountain,2020-11-01,78.35,36.8245,20.961766666666666
Soho,Road,2020-11-01,265.142,108.8122,44.37753333333333
Stratford,Gravel,2020-11-01,1446.818,-59.78,-448.2604999999999
Stratford,Mountain,2020-11-01,3991.98,1995.99,675.3619
Stratford,Road,2020-11-01,0.0,0.0,-480.87309999999997
Tottenham,Gravel,2020-11-01,2585.908,-606.879,-331.5762
Tottenham,Mountain,2020-11-01,0.0,0.0,162.70846666666668
Tottenham,Road,2020-11-01,1948.935,-26.947500000000005,-312.0257666666667
Westminster,Gravel,2020-11-01,3517.962,-719.6226999999999,1422.329833333334
Westminster,Mountain,2020-11-01,96.906,12.081400000000004,54.20986666666667
Westminster,Road,2020-11-01,2727.4,966.5093999999999,348.91556666666673
Whitechapel,Gravel,2020-11-01,209.47,98.26099999999998,76.55223333333333
Whitechapel,Mountain,2020-11-01,109.47999999999999,50.952,21.970833333333335
Whitechapel,Road,2020-11-01,290.532,132.53879999999998,65.6767
Wimbledon,Gravel,2020-11-01,1452.8660000000002,254.0789,303.07496666666674
Wimbledon,Mountain,2020-11-01,1331.7,421.57160000000005,188.34586666666667
Wimbledon,Road,2020-11-01,443.74800000000005,79.8451,57.949000000000034
Brixton,Gravel,2020-12-01,909.1440000000001,353.25649999999996,341.2236666666666
Brixton,Mountain,2020-12-01,375.46000000000004,179.7638,183.65546666666668
Brixton,Road,2020-12-01,781.108,354.71049999999997,469.4858
Chelsea,Gravel,2020-12-01,205.84799999999998,61.81179999999999,60.06546666666666
Chelsea,Mountain,2020-12-01,0.0,0.0,1.274799999999993
Chelsea,Road,2020-12-01,1292.6239999999998,139.389,113.01766666666667
Covent Garden,Gravel,2020-12-01,1739.9640000000002,235.9952,286.9942333333334
Covent Garden,Mountain,2020-12-01,1199.98,467.99,155.99666666666667
Covent Garden,Road,2020-12-01,0.0,0.0,0.0
Croydon,Gravel,2020-12-01,87.13,13.1435,-11.808999999999997
Croydon,Mountain,2020-12-01,25.71,6.68,3.005733333333333
Croydon,Road,2020-12-01,0.0,0.0,4.628333333333333
Dulwich,Gravel,2020-12-01,838.3320000000001,101.1772,148.16620000000003
Dulwich,Mountain,2020-12-01,372.94,104.3134,35.44539999999998
Dulwich,Road,2020-12-01,1814.088,466.599,294.9216666666667
Fulham,Gravel,2020-12-01,1210.8980000000001,14.136100000000003,9.83469999999998
Fulham,Mountain,2020-12-01,198.74599999999998,13.965699999999998,49.914966666666686
Fulham,Road,2020-12-01,1143.08,47.5245,117.72163333333332
Mayfair,Gravel,2020-12-01,125.556,47.4166,21.60846666666667
Mayfair,Mountain,2020-12-01,25.14,11.7356,3.9118666666666666
Mayfair,Road,2020-12-01,52.086,18.7629,14.402700000000001
Notting Hill,Gravel,2020-12-01,10189.14,1069.7206,580.8039000000001
Notting Hill,Mountain,2020-12-01,2215.2200000000003,322.9756,152.36746666666667
Notting Hill,Road,2020-12-01,4830.614,187.765,116.21286666666667
Peckham,Gravel,2020-12-01,2497.098,-12.209399999999995,-7.073066666666641
Peckham,Mountain,2020-12-01,753.8800000000001,142.6125,98.81536666666666
Peckham,Road,2020-12-01,2704.2079999999996,451.04630000000003,496.92603333333335
Richmond,Gravel,2020-12-01,1644.1479999999997,293.18,929.5149333333334
Richmond,Mountain,2020-12-01,2095.1440000000002,198.56349999999998,185.67603333333332
Richmond,Road,2020-12-01,2299.8940000000002,176.6328,341.55366666666663
Shoreditch,Gravel,2020-12-01,1138.8944999999999,-98.49119999999999,-56.13493333333333
Shoreditch,Mountain,2020-12-01,341.96,78.6508,11.956066666666667
Shoreditch,Road,2020-12-01,1573.488,196.686,52.66760000000002
Soho,Gravel,2020-12-01,54.144000000000005,17.2134,116.3111666666667
Soho,Mountain,2020-12-01,0.0,0.0,20.59456666666667
Soho,Road,2020-12-01,411.03999999999996,140.28979999999999,91.1408
Stratford,Gravel,2020-12-01,6999.96,2239.9872,702.9371333333333
Stratford,Mountain,2020-12-01,0.0,0.0,665.3299999999999
Stratford,Road,2020-12-01,767.952,287.982,95.99400000000001
Tottenham,Gravel,2020-12-01,5002.505999999999,-112.5195,-197.07709999999997
Tottenham,Mountain,2020-12-01,3226.16,541.2476,180.4158666666667
Tottenham,Road,2020-12-01,577.08,-211.596,-333.2796
Westminster,Gravel,2020-12-01,3096.1680000000006,61.95320000000006,-214.13526666666647
Westminster,Mountain,2020-12-01,414.318,128.73,44.395533333333326
Westminster,Road,2020-12-01,915.5899999999999,-895.5396000000001,44.600033333333386
Whitechapel,Gravel,2020-12-01,180.228,81.7947,67.43826666666666
Whitechapel,Mountain,2020-12-01,11.56,5.4332,21.441000000000003
Whitechapel,Road,2020-12-01,323.94999999999993,149.1632,98.0459
Wimbledon,Gravel,2020-12-01,1923.732,318.6188,237.5307000000001
Wimbledon,Mountain,2020-12-01,2259.62,822.6832999999999,459.75336666666664
Wimbledon,Road,2020-12-01,1162.778,333.712,154.07383333333337
Brixton,Gravel,2021-01-01,185.13400000000001,85.42609999999999,301.1933666666666
Brixton,Mountain,2021-01-01,29.04,13.9392,184.12553333333335
Brixton,Road,2021-01-01,289.108,129.6092,455.1309666666666
Chelsea,Gravel,2021-01-01,49.815999999999995,11.911399999999999,39.95413333333333
Chelsea,Mountain,2021-01-01,13.12,2.132,1.8306666666666598
Chelsea,Road,2021-01-01,93.088,23.695199999999996,81.85893333333333
Covent Garden,Gravel,2021-01-01,0.0,0.0,78.66506666666676
Covent Garden,Mountain,2021-01-01,0.0,0.0,155.99666666666667
Covent Garden,Road,2021-01-01,0.0,0.0,0.0
Croydon,Gravel,2021-01-01,88.96,10.008,-8.472999999999997
Croydon,Mountain,2021-01-01,0.0,0.0,3.005733333333333
Croydon,Road,2021-01-01,0.0,0.0,0.05399999999999968
Dulwich,Gravel,2021-01-01,163.44,45.7632,137.1884666666667
Dulwich,Mountain,2021-01-01,87.36,23.5872,43.30779999999998
Dulwich,Road,2021-01-01,0.0,0.0,293.5516666666667
Fulham,Gravel,2021-01-01,823.1500000000001,229.379,86.75093333333331
Fulham,Mountain,2021-01-01,254.744,-312.0614,-72.96483333333332
Fulham,Road,2021-01-01,257.4,96.6292,132.24936666666665
Mayfair,Gravel,2021-01-01,0.0,0.0,21.310866666666666
Mayfair,Mountain,2021-01-01,0.0,0.0,3.9118666666666666
Mayfair,Road,2021-01-01,0.0,0.0,9.8939
Notting Hill,Gravel,2021-01-01,3185.21,-63.1374,362.24680000000006
Notting Hill,Mountain,2021-01-01,61.584,-6.9282,145.4698666666667
Notting Hill,Road,2021-01-01,0.0,0.0,53.51906666666665
Peckham,Gravel,2021-01-01,0.0,0.0,-21.12676666666664
Peckham,Mountain,2021-01-01,0.0,0.0,84.64733333333334
Peckham,Road,2021-01-01,550.7,143.182,501.9531666666667
Richmond,Gravel,2021-01-01,587.346,-137.0474,730.1977
Richmond,Mountain,2021-01-01,0.0,0.0,173.38430000000002
Richmond,Road,2021-01-01,641.164,-17.9396,96.33479999999992
Shoreditch,Gravel,2021-01-01,1352.3976,-437.5404,-201.98173333333332
Shoreditch,Mountain,2021-01-01,0.0,0.0,11.956066666666667
Shoreditch,Road,2021-01-01,452.45,-244.323,-16.67539999999998
Soho,Gravel,2021-01-01,0.0,0.0,90.77320000000003
Soho,Mountain,2021-01-01,0.0,0.0,12.274833333333333
Soho,Road,2021-01-01,17.48,8.2156,85.77253333333333
Stratford,Gravel,2021-01-01,1919.976,215.9973,798.7348333333333
Stratford,Mountain,2021-01-01,0.0,0.0,665.3299999999999
Stratford,Road,2021-01-01,1188.0,-950.4,-220.80599999999995
Tottenham,Gravel,2021-01-01,5418.186000000001,-2248.7878,-989.3954333333332
Tottenham,Mountain,2021-01-01,0.0,0.0,180.4158666666667
Tottenham,Road,2021-01-01,0.0,0.0,-79.5145
Westminster,Gravel,2021-01-01,102.96799999999999,40.6532,-205.6720999999998
Westminster,Mountain,2021-01-01,56.16,17.55,52.78713333333332
Westminster,Road,2021-01-01,47.446000000000005,18.775399999999998,29.915066666666718
Whitechapel,Gravel,2021-01-01,0.0,0.0,60.018566666666665
Whitechapel,Mountain,2021-01-01,14.62,6.8714,21.085533333333334
Whitechapel,Road,2021-01-01,33.5,13.6918,98.4646
Wimbledon,Gravel,2021-01-01,398.4,84.66,219.11923333333343
Wimbledon,Mountain,2021-01-01,0.0,0.0,414.7516333333333
Wimbledon,Road,2021-01-01,99.968,6.6857999999999995,140.08096666666668
Brixton,Gravel,2021-02-01,151.02,70.6622,169.78159999999994
Brixton,Mountain,2021-02-01,0.0,0.0,64.5676666666667
Brixton,Road,2021-02-01,78.74000000000001,35.9514,173.42369999999994
Chelsea,Gravel,2021-02-01,312.582,78.9512,50.891466666666666
Chelsea,Mountain,2021-02-01,79.36,20.6336,7.588533333333327
Chelsea,Road,2021-02-01,21.312,3.7356,55.60659999999999
Covent Garden,Gravel,2021-02-01,0.0,0.0,78.66506666666676
Covent Garden,Mountain,2021-02-01,0.0,0.0,155.99666666666667
Covent Garden,Road,2021-02-01,0.0,0.0,0.0
Croydon,Gravel,2021-02-01,0.0,0.0,7.717166666666667
Croydon,Mountain,2021-02-01,0.0,0.0,2.226666666666666
Croydon,Road,2021-02-01,0.0,0.0,-2.9605947323337506e-16
Dulwich,Gravel,2021-02-01,541.44,157.0176,101.31933333333336
Dulwich,Mountain,2021-02-01,26.88,6.72,44.87353333333331
Dulwich,Road,2021-02-01,0.0,0.0,155.53300000000002
Fulham,Gravel,2021-02-01,28.4,11.076,84.86369999999997
Fulham,Mountain,2021-02-01,0.0,0.0,-99.36523333333332
Fulham,Road,2021-02-01,177.70399999999998,10.488,51.54723333333331
Mayfair,Gravel,2021-02-01,5.81,1.8011,16.4059
Mayfair,Mountain,2021-02-01,0.0,0.0,3.9118666666666666
Mayfair,Road,2021-02-01,0.0,0.0,6.254300000000001
Notting Hill,Gravel,2021-02-01,2024.004,304.95959999999997,437.18093333333337
Notting Hill,Mountain,2021-02-01,0.0,0.0,105.34913333333334
Notting Hill,Road,2021-02-01,90.882,15.147,67.63733333333332
Peckham,Gravel,2021-02-01,670.752,-125.766,-45.991799999999984
Peckham,Mountain,2021-02-01,0.0,0.0,47.5375
Peckham,Road,2021-02-01,223.96999999999997,10.6586,201.62896666666666
Richmond,Gravel,2021-02-01,1057.954,79.80600000000001,78.64620000000005
Richmond,Mountain,2021-02-01,0.0,0.0,66.18783333333334
Richmond,Road,2021-02-01,940.9300000000001,261.83979999999997,140.17766666666657
Shoreditch,Gravel,2021-02-01,283.92,82.3368,-151.23160000000001
Shoreditch,Mountain,2021-02-01,0.0,0.0,26.216933333333333
Shoreditch,Road,2021-02-01,0.0,0.0,-15.87899999999999
Soho,Gravel,2021-02-01,74.52,35.0244,17.412600000000023
Soho,Mountain,2021-02-01,0.0,0.0,0.0
Soho,Road,2021-02-01,311.15,146.2405,98.24863333333332
Stratford,Gravel,2021-02-01,0.0,0.0,818.6615
Stratford,Mountain,2021-02-01,0.0,0.0,-7.579122514774402e-14
Stratford,Road,2021-02-01,0.0,0.0,-220.80599999999995
Tottenham,Gravel,2021-02-01,35.544,-0.8886,-787.3986333333334
Tottenham,Mountain,2021-02-01,0.0,0.0,180.4158666666667
Tottenham,Road,2021-02-01,493.92,-28.224,-79.94
Westminster,Gravel,2021-02-01,2641.816,1279.1564,460.5876000000001
Westminster,Mountain,2021-02-01,10.896,3.8136,50.03119999999999
Westminster,Road,2021-02-01,16.563,0.7107000000000001,-292.0178333333333
Whitechapel,Gravel,2021-02-01,151.92,70.8233,50.872666666666674
Whitechapel,Mountain,2021-02-01,0.0,0.0,4.101533333333336
Whitechapel,Road,2021-02-01,49.336,17.9676,60.27420000000001
Wimbledon,Gravel,2021-02-01,1289.336,230.1179,211.1322333333334
Wimbledon,Mountain,2021-02-01,0.0,0.0,274.22776666666664
Wimbledon,Road,2021-02-01,160.75,33.0905,124.49610000000003
Brixton,Gravel,2021-03-01,703.898,278.1964,144.7615666666666
Brixton,Mountain,2021-03-01,65.584,23.7742,12.571133333333362
Brixton,Road,2021-03-01,820.7879999999999,365.8779,177.14616666666663
Chelsea,Gravel,2021-03-01,31.62,8.8478,33.236799999999995
Chelsea,Mountain,2021-03-01,27.68,8.9488,10.57146666666666
Chelsea,Road,2021-03-01,78.296,12.5958,13.342199999999991
Covent Garden,Gravel,2021-03-01,1119.984,377.9946,125.9982000000001
Covent Garden,Mountain,2021-03-01,0.0,0.0,0.0
Covent Garden,Road,2021-03-01,3149.93,1480.4671,493.48903333333334
Croydon,Gravel,2021-03-01,33.36,8.6736,6.227200000000001
Croydon,Mountain,2021-03-01,0.0,0.0,-2.9605947323337506e-16
Croydon,Road,2021-03-01,0.0,0.0,-2.9605947323337506e-16
Dulwich,Gravel,2021-03-01,1280.582,-276.1285,-24.449233333333297
Dulwich,Mountain,2021-03-01,0.0,0.0,10.10239999999998
Dulwich,Road,2021-03-01,20.102,3.933,1.3110000000000188
Fulham,Gravel,2021-03-01,832.9719999999999,185.5116,141.9888666666666
Fulham,Mountain,2021-03-01,655.52,183.5456,-42.83859999999998
Fulham,Road,2021-03-01,275.226,38.8938,48.6703333333333
Mayfair,Gravel,2021-03-01,68.428,26.4162,9.405766666666667
Mayfair,Mountain,2021-03-01,0.0,0.0,0.0
Mayfair,Road,2021-03-01,0.0,0.0,1.1842378929335002e-15
Notting Hill,Gravel,2021-03-01,1352.309,224.08669999999998,155.30296666666666
Notting Hill,Mountain,2021-03-01,3363.936,227.1609,73.41090000000001
Notting Hill,Road,2021-03-01,284.124,-27.8826,-4.245200000000012
Peckham,Gravel,2021-03-01,1091.456,32.0497,-31.238766666666653
Peckham,Mountain,2021-03-01,0.0,0.0,0.0
Peckham,Road,2021-03-01,2540.6200000000003,685.9702,279.93693333333334
Richmond,Gravel,2021-03-01,841.7740000000001,233.57590000000002,58.77816666666672
Richmond,Mountain,2021-03-01,1041.546,210.19920000000002,70.06640000000003
Richmond,Road,2021-03-01,2989.414,251.0059,164.9686999999999
Shoreditch,Gravel,2021-03-01,654.9000000000001,137.2074,-72.66540000000002
Shoreditch,Mountain,2021-03-01,742.5236,-103.5762,-34.5254
Shoreditch,Road,2021-03-01,1227.9984,-36.1176,-93.48019999999998
Soho,Gravel,2021-03-01,59.64,29.2956,21.440000000000023
Soho,Mountain,2021-03-01,101.88,50.94,16.98
Soho,Road,2021-03-01,32.678,14.9272,56.46109999999999
Stratford,Gravel,2021-03-01,0.0,0.0,71.9991
Stratford,Mountain,2021-03-01,0.0,0.0,-7.579122514774402e-14
Stratford,Road,2021-03-01,0.0,0.0,-316.79999999999995
Tottenham,Gravel,2021-03-01,959.49,210.0909,-679.8618333333335
Tottenham,Mountain,2021-03-01,0.0,0.0,0.0
Tottenham,Road,2021-03-01,3393.68,610.8624,194.21280000000002
Westminster,Gravel,2021-03-01,7153.536999999999,3457.9820999999993,1592.5972333333332
Westminster,Mountain,2021-03-01,109.2,51.96,24.4412
Westminster,Road,2021-03-01,1140.3400000000001,368.6137,129.3666000000001
Whitechapel,Gravel,2021-03-01,532.338,258.7645,109.8626
Whitechapel,Mountain,2021-03-01,0.0,0.0,2.2904666666666693
Whitechapel,Road,2021-03-01,0.0,0.0,10.553133333333344
Wimbledon,Gravel,2021-03-01,702.6020000000001,145.6128,153.46356666666674
Wimbledon,Mountain,2021-03-01,119.85,52.734,17.578
Wimbledon,Road,2021-03-01,378.822,117.6028,52.45970000000003
Brixton,Gravel,2021-04-01,264.016,105.68979999999999,151.51613333333327
Brixton,Mountain,2021-04-01,155.84799999999998,59.472,27.748733333333362
Brixton,Road,2021-04-01,34.992000000000004,14.7744,138.86789999999996
Chelsea,Gravel,2021-04-01,229.412,58.842800000000004,48.880599999999994
Chelsea,Mountain,2021-04-01,63.556,18.9311,16.17116666666666
Chelsea,Road,2021-04-01,184.26600000000002,33.8478,16.726399999999995
Covent Garden,Gravel,2021-04-01,2679.916,911.9714,429.9886666666668
Covent Garden,Mountain,2021-04-01,0.0,0.0,0.0
Covent Garden,Road,2021-04-01,0.0,0.0,493.48903333333334
Croydon,Gravel,2021-04-01,12.88,0.3864,3.0200000000000014
Croydon,Mountain,2021-04-01,5.84,0.73,0.24333333333333304
Croydon,Road,2021-04-01,0.0,0.0,-2.9605947323337506e-16
Dulwich,Gravel,2021-04-01,3906.164,-379.8193000000002,-166.3100666666667
Dulwich,Mountain,2021-04-01,328.404,63.159000000000006,23.29299999999998
Dulwich,Road,2021-04-01,121.05600000000001,34.0992,12.67740000000002
Fulham,Gravel,2021-04-01,1631.828,183.95299999999997,126.8468666666666
Fulham,Mountain,2021-04-01,663.12,-43.25800000000001,46.76253333333335
Fulham,Road,2021-04-01,698.24,340.9446,130.10879999999997
Mayfair,Gravel,2021-04-01,5.84,2.628,10.281766666666666
Mayfair,Mountain,2021-04-01,0.0,0.0,0.0
Mayfair,Road,2021-04-01,24.44,2.1091,0.7030333333333346
Notting Hill,Gravel,2021-04-01,2917.8959999999997,241.8018,256.94936666666666
Notting Hill,Mountain,2021-04-01,213.115,-15.2225,70.64613333333335
Notting Hill,Road,2021-04-01,1140.61,78.2102,21.824866666666654
Peckham,Gravel,2021-04-01,484.344,-31.030100000000004,-41.582133333333324
Peckham,Mountain,2021-04-01,1693.7579999999998,69.37270000000001,23.124233333333336
Peckham,Road,2021-04-01,0.0,0.0,232.2096
Richmond,Gravel,2021-04-01,3775.932,204.2237,172.53520000000006
Richmond,Mountain,2021-04-01,56.838,-13.0147,65.7281666666667
Richmond,Road,2021-04-01,1549.34,199.41859999999997,237.42143333333323
Shoreditch,Gravel,2021-04-01,523.26,125.5824,115.04219999999998
Shoreditch,Mountain,2021-04-01,352.45,-211.47,-105.0154
Shoreditch,Road,2021-04-01,0.0,0.0,-12.039199999999985
Soho,Gravel,2021-04-01,180.96,81.432,48.584000000000024
Soho,Mountain,2021-04-01,0.0,0.0,16.98
Soho,Road,2021-04-01,21.34,9.8164,56.99469999999999
Stratford,Gravel,2021-04-01,1451.8960000000002,672.8543,224.28476666666666
Stratford,Mountain,2021-04-01,0.0,0.0,-7.579122514774402e-14
Stratford,Road,2021-04-01,0.0,0.0,3.789561257387201e-14
Tottenham,Gravel,2021-04-01,2335.1794999999997,-361.8913,-50.89633333333344
Tottenham,Mountain,2021-04-01,0.0,0.0,0.0
Tottenham,Road,2021-04-01,0.0,0.0,194.21280000000002
Westminster,Gravel,2021-04-01,500.262,-492.7349,1414.8011999999999
Westminster,Mountain,2021-04-01,3914.83,1930.6184999999998,662.1306999999999
Westminster,Road,2021-04-01,305.336,-158.37580000000003,70.3162000000001
Whitechapel,Gravel,2021-04-01,121.014,53.4105,127.66610000000001
Whitechapel,Mountain,2021-04-01,0.0,0.0,2.3684757858670005e-15
Whitechapel,Road,2021-04-01,0.0,0.0,5.989200000000011
Wimbledon,Gravel,2021-04-01,1605.606,387.7483,254.49300000000005
Wimbledon,Mountain,2021-04-01,0.0,0.0,17.578
Wimbledon,Road,2021-04-01,41.424,8.2848,52.992700000000035
Brixton,Gravel,2021-05-01,333.20799999999997,134.8384,172.90819999999994
Brixton,Mountain,2021-05-01,294.996,106.66080000000001,63.302333333333365
