id,Ethnicity,Date of Birth,Account Type,date
591154,Black,2002-12-01,Basic,2023-01-23
703596,White,1948-06-06,Platinum,2023-10-26
433632,White,1992-09-27,Platinum,2023-05-01
697757,Other,1989-02-03,Gold,2023-08-30
960401,Black,1991-02-26,Gold,2023-09-09
881176,Other,1979-01-18,Basic,2023-04-25
575378,White,1974-04-07,Platinum,2023-11-24
682562,Black,1984-04-16,Basic,2023-05-25
898177,Asian,1975-10-13,Platinum,2023-02-28
466954,Black,1955-03-05,Basic,2023-06-17
760048,Black,2011-04-17,Basic,2023-07-17
822881,Other,2012-03-26,Gold,2023-07-17
528074,Other,2013-05-26,Gold,2023-09-13
155384,Asian,1992-07-04,Platinum,2023-09-09
771144,Asian,1962-10-21,Basic,2023-04-08
148755,White,1970-10-21,Platinum,2023-09-17
334199,White,2003-05-11,Gold,2023-12-05
504043,Asian,1986-04-01,Basic,2023-11-05
167545,White,1987-03-15,Platinum,2023-10-23
722586,White,1942-05-15,Gold,2023-12-16
755120,Other,1984-07-06,Platinum,2023-01-12
300208,White,2008-04-03,Gold,2023-05-11
759289,Asian,1965-08-09,Platinum,2023-10-30
367467,Asian,2019-01-24,Platinum,2023-04-30
203783,Black,1975-07-10,Platinum,2023-02-24
130206,Asian,1972-03-19,Gold,2023-04-10
785116,White,1957-11-25,Gold,2023-01-24
381217,White,1962-08-05,Basic,2023-04-28
102704,Black,2000-03-09,Basic,2023-01-23
564633,Black,2011-06-01,Gold,2023-06-20
790504,White,1955-06-13,Platinum,2023-10-04
791978,White,1985-10-18,Basic,2023-03-28
917106,Asian,1942-10-16,Platinum,2023-10-31
311054,Black,1956-11-21,Gold,2023-11-26
393185,Black,1967-08-11,Gold,2023-03-05
968967,Asian,1992-12-24,Gold,2023-12-07
436308,White,1959-10-03,Basic,2023-06-24
689247,Black,1985-11-16,Gold,2023-11-04
943346,Other,1957-08-27,Basic,2023-11-30
151356,Asian,2013-02-11,Basic,2023-08-28
483606,Other,1941-07-03,Platinum,2023-01-14
234458,White,2010-05-29,Basic,2023-06-27
192752,Asian,1981-08-29,Basic,2023-07-12
428406,Asian,1972-08-08,Basic,2023-09-02
786474,Other,1992-04-05,Gold,2023-08-19
582245,Other,2012-02-17,Platinum,2023-02-20
931463,Other,1978-08-30,Platinum,2023-12-22
274486,White,2010-04-11,Gold,2023-09-11
429112,Black,1993-11-20,Basic,2023-02-08
796180,Other,1944-03-10,Basic,2023-09-16
399130,Asian,1958-07-04,Basic,2023-02-28
101515,Black,1974-08-11,Gold,2023-04-14
282672,Black,1991-07-20,Platinum,2023-04-09
727292,Black,1984-01-13,Gold,2023-04-11
353144,Other,2019-12-08,Gold,2023-12-19
177159,White,1953-11-10,Basic,2023-01-11
344841,White,2002-12-09,Basic,2023-07-30
661243,Other,2011-11-17,Gold,2023-09-17
232704,Black,1956-10-20,Gold,2023-09-17
540772,Black,1957-05-15,Gold,2023-10-01
889600,Asian,1946-06-02,Gold,2023-10-07
809513,Black,1951-01-01,Basic,2023-01-06
601428,White,1980-12-23,Platinum,2023-06-29
588390,Black,1950-03-22,Basic,2023-03-16
226852,Black,2017-02-24,Platinum,2023-04-14
583851,Other,2006-02-26,Gold,2023-02-16
855858,White,1959-11-20,Platinum,2023-12-15
843274,Other,1941-08-11,Basic,2023-05-22
906500,Other,2007-05-31,Platinum,2023-12-14
762476,Other,1956-06-03,Basic,2023-03-23
343327,Asian,1949-06-12,Gold,2023-12-05
720200,Other,1996-12-24,Basic,2023-09-21
714000,White,1999-11-08,Platinum,2023-12-28
838073,Asian,2011-09-14,Basic,2023-03-26
253699,Other,1954-12-31,Gold,2023-08-23
909727,Asian,2011-01-20,Gold,2023-09-26
793732,Asian,1986-05-19,Platinum,2023-08-28
269274,White,2000-01-08,Platinum,2023-08-28
367979,Black,1983-09-15,Basic,2023-05-18
145928,Other,1941-08-16,Basic,2023-11-23
150648,Black,1950-06-04,Basic,2023-02-02
554998,Black,1997-11-06,Platinum,2023-12-16
210741,White,1985-01-08,Gold,2023-05-15
801200,Black,1979-01-25,Platinum,2023-05-15
131132,White,1949-08-06,Platinum,2023-06-29
543731,Asian,1989-05-18,Gold,2023-07-25
431328,Black,1970-05-30,Platinum,2023-04-27
637797,Asian,1956-09-11,Platinum,2023-06-01
163670,White,1970-09-07,Platinum,2023-09-17
804299,Other,1957-11-04,Gold,2023-10-06
461508,Other,1996-07-12,Gold,2023-12-02
897320,White,1978-04-13,Basic,2023-10-31
527712,White,1996-09-27,Platinum,2023-01-02
806747,Other,2007-05-31,Basic,2023-01-05
862571,Black,1962-03-10,Gold,2023-02-07
970978,White,1945-01-28,Platinum,2023-07-08
163418,Other,2017-10-24,Platinum,2023-12-28
772826,White,1978-08-29,Basic,2023-01-28
490418,White,1950-09-29,Basic,2023-05-02
114484,Black,1987-01-19,Basic,2023-07-20
189930,White,1983-01-09,Gold,2023-05-05
983979,White,1954-05-04,Basic,2023-12-27
853101,Other,1984-04-13,Basic,2023-12-08
368497,Other,1991-07-29,Basic,2023-09-28
261886,Asian,1974-05-23,Basic,2023-10-13
382490,Other,1997-11-06,Gold,2023-04-28
448076,White,1995-10-07,Platinum,2023-02-20
302454,Asian,2018-07-25,Platinum,2023-06-19
593067,Black,2019-10-01,Gold,2023-08-20
314997,Other,2001-07-31,Gold,2023-06-23
428393,Black,2008-05-12,Basic,2023-07-14
543527,Other,2013-02-23,Gold,2023-10-12
598787,Other,1962-09-11,Basic,2023-02-01
784685,White,1968-06-17,Platinum,2023-01-29
366334,Other,1996-10-15,Platinum,2023-02-05
649840,Asian,1947-02-28,Basic,2023-06-11
316875,Other,1992-03-07,Basic,2023-03-31
158323,White,1973-05-07,Platinum,2023-09-24
983034,Asian,1972-11-13,Platinum,2023-12-06
861565,Black,1996-05-19,Basic,2023-09-30
801438,Asian,1950-06-20,Basic,2023-01-31
667164,Other,1977-03-29,Gold,2023-03-31
594866,White,2004-08-19,Gold,2023-04-07
785906,Asian,1967-06-20,Basic,2023-06-22
751597,White,1966-12-25,Basic,2023-07-14
604078,Asian,1997-09-18,Basic,2023-08-02
830903,Other,1994-03-03,Gold,2023-06-07
191607,White,1963-03-15,Gold,2023-01-09
694973,Other,2017-10-24,Platinum,2023-12-21
691430,Black,1988-04-25,Platinum,2023-10-11
848472,Other,2009-10-20,Gold,2023-10-18
982585,Black,2016-02-07,Gold,2023-04-11
994289,White,1990-05-09,Gold,2023-06-16
467914,Asian,1990-02-25,Gold,2023-01-25
255005,White,1941-01-04,Basic,2023-04-08
708191,White,1974-06-30,Basic,2023-04-12
510071,Other,1992-10-10,Platinum,2023-06-13
701647,Other,1954-04-27,Platinum,2023-10-22
312962,White,1978-07-12,Gold,2023-11-01
521080,Black,1999-04-26,Platinum,2023-12-27
158712,Black,1948-11-27,Gold,2023-12-13
569939,Black,2015-12-11,Gold,2023-06-15
202010,Black,1988-11-23,Gold,2023-06-09
559179,Other,1979-02-18,Basic,2023-10-22
949894,Asian,1946-12-21,Gold,2023-06-22
759212,White,2017-10-06,Platinum,2023-07-29
993957,Asian,1944-03-07,Platinum,2023-07-17
480246,Asian,1982-04-13,Platinum,2023-12-08
552566,White,1950-02-04,Gold,2023-04-28
561709,Asian,1959-11-23,Basic,2023-06-30
901811,White,1968-08-28,Basic,2023-09-18
471152,Asian,1990-09-29,Platinum,2023-12-15
239484,Other,1999-05-01,Gold,2023-02-06
421991,Other,1942-09-09,Gold,2023-12-17
698182,Asian,1960-12-28,Gold,2023-02-20
332370,White,2002-10-26,Basic,2023-08-21
248692,Black,1949-03-10,Basic,2023-05-01
922365,Asian,2011-08-11,Basic,2023-04-13
963545,White,2001-12-19,Basic,2023-10-15
940601,Other,2011-08-04,Platinum,2023-02-09
250381,Other,1945-05-18,Platinum,2023-03-26
915339,White,1997-05-07,Gold,2023-04-28
950849,Black,1990-07-30,Gold,2023-11-08
595739,White,1997-06-18,Platinum,2023-04-09
230685,Other,1961-02-17,Platinum,2023-12-21
488809,Black,2004-07-24,Platinum,2023-08-23
762315,White,1940-01-26,Gold,2023-10-22
514489,Black,2005-05-03,Basic,2023-07-10
178058,Black,1988-01-01,Gold,2023-03-29
339282,Other,1968-10-31,Basic,2023-09-16
979652,Black,1956-05-23,Platinum,2023-05-15
459470,Black,1987-09-13,Platinum,2023-05-10
586258,Black,2018-12-12,Platinum,2023-05-30
593940,Black,1981-03-18,Gold,2023-07-16
251536,Asian,1957-05-14,Basic,2023-10-06
874417,Other,1985-08-12,Platinum,2023-11-09
100185,Asian,1952-07-29,Basic,2023-05-20
124765,Black,1965-10-15,Basic,2023-07-17
595254,Other,1942-05-06,Platinum,2023-11-06
818135,Asian,1954-04-11,Gold,2023-04-03
687384,Asian,1963-04-02,Basic,2023-06-15
207622,White,1959-12-29,Platinum,2023-09-22
729571,Black,2004-08-01,Platinum,2023-06-26
385704,White,1987-01-01,Basic,2023-04-24
237507,Black,1944-04-06,Basic,2023-12-02
305931,Other,2011-10-01,Platinum,2023-02-09
845839,Black,1979-05-29,Platinum,2023-03-17
270858,Black,2004-08-24,Basic,2023-12-21
978249,Asian,1944-07-09,Platinum,2023-02-20
441581,White,2018-07-06,Gold,2023-12-01
256154,Asian,1957-03-30,Gold,2023-07-12
701002,White,1989-03-02,Gold,2023-09-25
255988,Asian,2017-06-07,Basic,2023-03-24
817709,Other,1988-11-03,Platinum,2023-09-12
306535,Asian,1977-12-23,Basic,2023-07-13
394262,Other,1961-08-29,Basic,2023-04-06
838883,White,1980-12-10,Basic,2023-05-29
473692,White,2012-03-23,Basic,2023-02-20
375824,Other,1978-07-05,Platinum,2023-02-10
606785,White,1968-08-11,Basic,2023-03-16
352431,Asian,1970-12-02,Basic,2023-10-31
442783,Asian,2007-12-18,Gold,2023-05-15
610633,Black,1993-07-13,Gold,2023-06-08
511264,Other,1957-07-07,Platinum,2023-10-27
415762,Black,1949-11-03,Basic,2023-10-20
221238,Other,1940-12-28,Platinum,2023-11-01
973755,Black,1998-01-12,Platinum,2023-10-10
451214,White,1992-04-13,Platinum,2023-04-04
536823,Black,1985-06-17,Gold,2023-12-11
336949,White,1976-12-20,Platinum,2023-02-27
113596,Black,2005-11-19,Basic,2023-09-30
306044,Asian,1993-05-13,Platinum,2023-07-28
435115,Other,2012-02-07,Basic,2023-08-26
976803,Black,1940-07-11,Platinum,2023-04-14
851016,White,2010-01-18,Platinum,2023-10-18
512194,White,1985-04-09,Gold,2023-03-13
567696,Black,1943-09-17,Gold,2023-09-09
636423,Asian,1983-07-04,Platinum,2023-05-20
256547,Black,2013-08-21,Gold,2023-08-30
829132,Other,1991-05-19,Gold,2023-11-20
673141,White,1955-12-30,Gold,2023-01-19
563716,Asian,1989-02-03,Platinum,2023-07-11
135215,Other,1955-02-18,Platinum,2023-12-23
155713,White,2009-07-03,Platinum,2023-01-12
302917,Other,1955-05-03,Gold,2023-04-24
194394,Asian,1991-06-18,Gold,2023-10-16
731691,Black,1951-07-29,Platinum,2023-03-16
202400,White,1962-06-28,Basic,2023-08-13
335173,White,1942-01-28,Gold,2023-11-11
376499,Asian,1969-01-27,Platinum,2023-12-06
947772,Asian,1964-09-14,Gold,2023-12-27
814161,Black,1999-12-02,Gold,2023-07-03
654694,Other,1985-08-13,Platinum,2023-04-30
152219,Black,1968-11-18,Basic,2023-09-03
711747,White,1940-09-28,Gold,2023-01-30
530288,Black,1966-08-24,Platinum,2023-04-04
808972,Other,2006-02-19,Platinum,2023-09-05
182986,Other,2006-01-01,Basic,2023-10-23
369873,Black,1972-09-08,Gold,2023-06-10
101744,Asian,1945-01-21,Basic,2023-08-29
631634,Asian,1940-01-01,Basic,2023-05-29
769158,Asian,1996-03-09,Basic,2023-10-12
213994,White,1961-04-16,Gold,2023-10-29
783242,Other,1952-02-12,Basic,2023-07-18
228727,Other,1964-03-29,Platinum,2023-09-06
754452,Other,1955-11-13,Basic,2023-10-04
879093,Black,1968-09-21,Gold,2023-11-06
706102,White,1958-06-19,Platinum,2023-04-15
654273,Black,1942-10-10,Gold,2023-06-16
569694,Black,2018-11-07,Platinum,2023-05-24
159537,Asian,2012-07-30,Gold,2023-09-26
626975,Black,1948-10-04,Basic,2023-01-27
419675,Black,1965-06-19,Gold,2023-07-27
933040,Asian,1991-12-12,Gold,2023-01-16
415942,Asian,1947-09-16,Basic,2023-07-22
356495,White,1981-02-02,Platinum,2023-09-20
929308,Other,2004-10-19,Basic,2023-01-05
166090,Black,2016-02-04,Platinum,2023-04-01
202946,Black,1960-09-16,Gold,2023-06-18
490910,White,1981-05-23,Basic,2023-01-03
700604,White,1969-08-24,Gold,2023-06-30
385445,Black,1957-01-29,Basic,2023-04-19
491519,Asian,1955-04-04,Gold,2023-01-10
645286,Other,2006-05-07,Basic,2023-02-15
319379,Other,1974-05-06,Gold,2023-09-15
923843,White,2015-12-11,Gold,2023-12-24
293145,Black,1989-08-07,Gold,2023-05-29
618817,Asian,1950-12-22,Gold,2023-12-30
571428,Black,1965-06-23,Platinum,2023-03-08
850145,Other,2019-04-04,Gold,2023-08-23
488622,Black,1945-02-19,Gold,2023-08-31
371550,Black,2004-08-20,Basic,2023-02-02
421873,Other,1969-05-08,Gold,2023-04-13
907496,Asian,2002-12-22,Platinum,2023-06-09
759970,White,1969-08-22,Gold,2023-12-08
200988,Asian,1969-10-08,Platinum,2023-02-24
314042,Asian,1986-12-26,Platinum,2023-01-05
366251,Other,1963-08-28,Gold,2023-05-22
305736,Asian,1978-08-15,Basic,2023-12-16
546446,White,1973-03-31,Basic,2023-09-23
440691,White,2013-07-02,Basic,2023-02-16
280225,Asian,1996-08-25,Platinum,2023-05-14
625189,Other,1985-07-19,Gold,2023-10-24
919470,Other,1949-10-09,Basic,2023-04-27
296948,Black,1986-12-10,Platinum,2023-05-21
268700,White,2008-10-05,Gold,2023-12-04
699074,Other,1972-08-13,Basic,2023-08-04
293767,Asian,2018-01-16,Platinum,2023-10-07
306487,Black,1970-06-26,Basic,2023-01-14
897163,Other,1986-10-05,Platinum,2023-10-11
149481,Asian,1959-06-26,Basic,2023-06-18
306981,Other,1983-01-27,Basic,2023-12-07
312371,Asian,2019-06-28,Gold,2023-03-17
974075,White,1982-03-24,Basic,2023-09-06
832052,Black,1981-08-21,Basic,2023-03-12
471554,White,1990-04-22,Basic,2023-01-02
111490,Black,1946-03-01,Basic,2023-07-02
716137,Other,1987-01-06,Basic,2023-08-15
968654,White,1981-01-26,Gold,2023-03-12
934663,Black,1969-01-29,Basic,2023-04-27
714800,Asian,1974-06-25,Basic,2023-01-26
808528,White,1992-04-05,Gold,2023-11-26
943375,Other,1958-07-26,Platinum,2023-01-24
444025,Black,1997-04-08,Platinum,2023-05-28
675810,Other,1968-12-12,Gold,2023-03-12
703312,Other,2012-12-18,Gold,2023-07-25
905817,Other,1969-04-24,Gold,2023-02-17
467340,White,1984-09-04,Platinum,2023-06-19
234964,Other,1962-09-14,Platinum,2023-10-10
253467,Asian,1984-07-29,Basic,2023-02-05
426503,Other,2009-09-03,Platinum,2023-02-26
938610,Other,2006-11-18,Platinum,2023-02-14
209144,Black,1948-11-22,Basic,2023-05-02
272178,White,1985-03-03,Gold,2023-09-28
691378,Other,1979-12-07,Basic,2023-01-27
733667,Black,1944-11-15,Platinum,2023-01-20
761244,White,1942-12-26,Platinum,2023-01-02
145716,Asian,1995-03-20,Gold,2023-09-05
290840,Asian,2001-08-03,Gold,2023-02-14
628443,Other,1970-06-22,Platinum,2023-04-29
350952,Black,1997-05-14,Basic,2023-09-10
246208,White,1996-09-11,Platinum,2023-01-04
501352,Black,1971-06-29,Basic,2023-12-22
189566,Other,1962-09-08,Basic,2023-04-14
806804,Other,1948-10-05,Basic,2023-01-28
548577,White,1962-05-09,Basic,2023-01-23
751067,Black,2000-09-06,Platinum,2023-07-20
142608,Black,1994-08-16,Gold,2023-07-21
861502,Other,1981-05-07,Basic,2023-09-24
485637,White,2001-10-20,Basic,2023-10-09
514214,Other,1941-07-09,Platinum,2023-05-09
539530,Other,1983-03-02,Basic,2023-06-20
201696,Asian,1996-02-05,Gold,2023-01-14
824009,Black,1989-03-27,Platinum,2023-04-27
222493,Asian,1941-12-06,Platinum,2023-08-02
788351,White,1985-05-07,Platinum,2023-07-14
963921,Black,2011-09-08,Gold,2023-03-20
883835,Asian,1987-11-18,Gold,2023-08-18
863998,Asian,2006-11-23,Platinum,2023-02-24
918029,Black,1969-11-21,Gold,2023-10-28
194739,Other,2002-03-29,Basic,2023-12-15
959681,White,1945-11-30,Basic,2023-11-04
960910,Black,1997-12-16,Basic,2023-07-13
838906,White,1976-06-01,Gold,2023-11-26
853490,Black,2011-08-18,Basic,2023-08-21
285333,Other,1948-03-22,Gold,2023-12-08
554004,Asian,1997-07-20,Gold,2023-01-27
314233,Asian,2018-12-16,Platinum,2023-09-09
349244,Asian,2007-01-18,Basic,2023-06-03
268478,Black,1952-06-14,Gold,2023-08-31
425443,Black,1977-07-17,Platinum,2023-08-04
252873,Other,1946-02-17,Basic,2023-09-17
937520,Other,1964-02-08,Gold,2023-10-30
995456,Other,1975-03-05,Basic,2023-02-17
159526,Asian,1986-12-22,Basic,2023-05-09
390727,Asian,1972-10-09,Basic,2023-11-04
184178,Asian,1958-10-29,Basic,2023-04-09
755822,Black,1942-07-04,Gold,2023-11-19
445532,Black,1972-10-08,Basic,2023-09-13
725517,White,1943-11-29,Basic,2023-09-09
844387,Asian,1950-01-17,Basic,2023-02-02
192505,White,1966-10-15,Platinum,2023-04-06
168605,Black,1983-09-26,Basic,2023-11-14
541236,White,1964-04-13,Gold,2023-09-12
594256,Other,1989-03-06,Gold,2023-12-25
506688,Asian,2015-09-29,Gold,2023-04-29
865336,Other,1969-11-27,Gold,2023-06-15
721246,Asian,2002-06-24,Gold,2023-12-13
543545,Asian,1986-08-30,Basic,2023-01-08
222860,Black,2012-02-11,Basic,2023-05-23
446540,Other,1950-07-22,Basic,2023-03-28
139501,Asian,1994-01-01,Basic,2023-05-17
135265,White,1940-02-09,Platinum,2023-03-28
184141,Black,1949-03-18,Basic,2023-03-22
826580,Black,1975-09-06,Gold,2023-09-28
271596,White,2000-09-10,Gold,2023-11-30
854139,Other,1978-07-12,Platinum,2023-07-19
725107,Black,1991-05-07,Gold,2023-12-13
627428,White,2018-11-05,Platinum,2023-02-01
126580,Black,1945-07-17,Platinum,2023-02-07
973817,Black,1990-07-26,Gold,2023-08-07
889441,Asian,2000-09-23,Basic,2023-09-02
215044,White,2011-09-11,Basic,2023-05-09
349505,White,1961-09-13,Basic,2023-01-03
235138,Asian,1967-04-23,Platinum,2023-11-15
247253,Asian,1987-09-26,Gold,2023-02-21
239922,Asian,1989-10-31,Basic,2023-05-15
242782,Other,1942-11-04,Platinum,2023-07-03
932133,Black,1944-09-22,Basic,2023-03-25
343987,Other,2010-07-31,Gold,2023-06-25
664737,Black,2000-07-07,Gold,2023-11-19
771442,White,1974-05-07,Basic,2023-02-22
460383,Black,1994-08-16,Basic,2023-06-29
166958,Black,1947-05-02,Platinum,2023-08-27
604416,Other,2004-06-29,Gold,2023-04-24
273251,Asian,1963-03-23,Basic,2023-08-09
158058,Other,1955-02-07,Platinum,2023-10-28
169924,White,1977-10-20,Platinum,2023-09-11
825555,Asian,2019-11-10,Platinum,2023-10-29
333873,Black,1994-08-31,Platinum,2023-08-16
743567,Other,1971-09-19,Platinum,2023-09-12
845293,Black,1946-05-28,Platinum,2023-01-02
467374,Black,2006-01-03,Gold,2023-04-24
147410,White,2008-10-02,Platinum,2023-12-08
319191,Other,2010-12-16,Platinum,2023-05-07
925655,Asian,2017-12-26,Gold,2023-06-26
960368,Asian,1997-09-05,Platinum,2023-01-26
534626,White,1944-06-25,Platinum,2023-09-05
864964,Black,1973-01-08,Platinum,2023-12-16
465564,Asian,2015-08-12,Platinum,2023-08-26
259388,Black,1984-08-29,Platinum,2023-10-15
435013,Black,1998-09-01,Basic,2023-10-18
167376,Black,2004-06-25,Basic,2023-03-26
800314,Other,1963-07-20,Basic,2023-05-12
701255,White,1973-03-22,Gold,2023-04-15
